image_path,target
.\input\preprocessed_image\y\y538.jpg,34
.\input\preprocessed_image\1\1319.jpg,1
.\input\preprocessed_image\o\o842.jpg,24
.\input\preprocessed_image\q\q280.jpg,26
.\input\preprocessed_image\h\h455.jpg,17
.\input\preprocessed_image\w\w542.jpg,32
.\input\preprocessed_image\m\m650.jpg,22
.\input\preprocessed_image\9\9105.jpg,9
.\input\preprocessed_image\4\4172.jpg,4
.\input\preprocessed_image\0\0633.jpg,0
.\input\preprocessed_image\3\366.jpg,3
.\input\preprocessed_image\h\h445.jpg,17
.\input\preprocessed_image\c\c234.jpg,12
.\input\preprocessed_image\9\9292.jpg,9
.\input\preprocessed_image\h\h514.jpg,17
.\input\preprocessed_image\6\6852.jpg,6
.\input\preprocessed_image\o\o114.jpg,24
.\input\preprocessed_image\p\p806.jpg,25
.\input\preprocessed_image\g\g696.jpg,16
.\input\preprocessed_image\r\r575.jpg,27
.\input\preprocessed_image\r\r419.jpg,27
.\input\preprocessed_image\1\1104.jpg,1
.\input\preprocessed_image\w\w707.jpg,32
.\input\preprocessed_image\6\6899.jpg,6
.\input\preprocessed_image\f\f618.jpg,15
.\input\preprocessed_image\q\q146.jpg,26
.\input\preprocessed_image\y\y359.jpg,34
.\input\preprocessed_image\a\a444.jpg,10
.\input\preprocessed_image\j\j728.jpg,19
.\input\preprocessed_image\p\p395.jpg,25
.\input\preprocessed_image\2\2217.jpg,2
.\input\preprocessed_image\0\0517.jpg,0
.\input\preprocessed_image\s\s864.jpg,28
.\input\preprocessed_image\2\2338.jpg,2
.\input\preprocessed_image\1\1156.jpg,1
.\input\preprocessed_image\h\h717.jpg,17
.\input\preprocessed_image\o\o558.jpg,24
.\input\preprocessed_image\4\4830.jpg,4
.\input\preprocessed_image\q\q968.jpg,26
.\input\preprocessed_image\6\6684.jpg,6
.\input\preprocessed_image\r\r489.jpg,27
.\input\preprocessed_image\r\r617.jpg,27
.\input\preprocessed_image\g\g344.jpg,16
.\input\preprocessed_image\v\v476.jpg,31
.\input\preprocessed_image\3\3759.jpg,3
.\input\preprocessed_image\y\y266.jpg,34
.\input\preprocessed_image\b\b7.jpg,11
.\input\preprocessed_image\z\z619.jpg,35
.\input\preprocessed_image\s\s935.jpg,28
.\input\preprocessed_image\y\y311.jpg,34
.\input\preprocessed_image\o\o156.jpg,24
.\input\preprocessed_image\z\z22.jpg,35
.\input\preprocessed_image\a\a965.jpg,10
.\input\preprocessed_image\f\f450.jpg,15
.\input\preprocessed_image\z\z231.jpg,35
.\input\preprocessed_image\9\920.jpg,9
.\input\preprocessed_image\n\n505.jpg,23
.\input\preprocessed_image\h\h866.jpg,17
.\input\preprocessed_image\9\9352.jpg,9
.\input\preprocessed_image\6\6431.jpg,6
.\input\preprocessed_image\4\49.jpg,4
.\input\preprocessed_image\q\q588.jpg,26
.\input\preprocessed_image\d\d896.jpg,13
.\input\preprocessed_image\q\q467.jpg,26
.\input\preprocessed_image\o\o451.jpg,24
.\input\preprocessed_image\i\i317.jpg,18
.\input\preprocessed_image\8\8607.jpg,8
.\input\preprocessed_image\5\5895.jpg,5
.\input\preprocessed_image\4\4628.jpg,4
.\input\preprocessed_image\s\s454.jpg,28
.\input\preprocessed_image\4\4753.jpg,4
.\input\preprocessed_image\r\r79.jpg,27
.\input\preprocessed_image\6\6241.jpg,6
.\input\preprocessed_image\r\r76.jpg,27
.\input\preprocessed_image\j\j296.jpg,19
.\input\preprocessed_image\h\h351.jpg,17
.\input\preprocessed_image\8\8537.jpg,8
.\input\preprocessed_image\i\i453.jpg,18
.\input\preprocessed_image\2\2807.jpg,2
.\input\preprocessed_image\e\e656.jpg,14
.\input\preprocessed_image\s\s577.jpg,28
.\input\preprocessed_image\6\6458.jpg,6
.\input\preprocessed_image\2\2353.jpg,2
.\input\preprocessed_image\0\0614.jpg,0
.\input\preprocessed_image\x\x625.jpg,33
.\input\preprocessed_image\f\f756.jpg,15
.\input\preprocessed_image\x\x798.jpg,33
.\input\preprocessed_image\z\z766.jpg,35
.\input\preprocessed_image\i\i959.jpg,18
.\input\preprocessed_image\s\s117.jpg,28
.\input\preprocessed_image\c\c839.jpg,12
.\input\preprocessed_image\n\n93.jpg,23
.\input\preprocessed_image\k\k499.jpg,20
.\input\preprocessed_image\p\p677.jpg,25
.\input\preprocessed_image\0\0902.jpg,0
.\input\preprocessed_image\b\b973.jpg,11
.\input\preprocessed_image\j\j356.jpg,19
.\input\preprocessed_image\w\w61.jpg,32
.\input\preprocessed_image\z\z715.jpg,35
.\input\preprocessed_image\b\b406.jpg,11
.\input\preprocessed_image\i\i163.jpg,18
.\input\preprocessed_image\0\0175.jpg,0
.\input\preprocessed_image\0\0397.jpg,0
.\input\preprocessed_image\m\m498.jpg,22
.\input\preprocessed_image\0\0314.jpg,0
.\input\preprocessed_image\7\7243.jpg,7
.\input\preprocessed_image\p\p521.jpg,25
.\input\preprocessed_image\1\182.jpg,1
.\input\preprocessed_image\c\c907.jpg,12
.\input\preprocessed_image\h\h988.jpg,17
.\input\preprocessed_image\w\w511.jpg,32
.\input\preprocessed_image\n\n730.jpg,23
.\input\preprocessed_image\7\7468.jpg,7
.\input\preprocessed_image\r\r671.jpg,27
.\input\preprocessed_image\4\4111.jpg,4
.\input\preprocessed_image\i\i239.jpg,18
.\input\preprocessed_image\0\0351.jpg,0
.\input\preprocessed_image\i\i654.jpg,18
.\input\preprocessed_image\x\x269.jpg,33
.\input\preprocessed_image\b\b913.jpg,11
.\input\preprocessed_image\n\n490.jpg,23
.\input\preprocessed_image\4\4399.jpg,4
.\input\preprocessed_image\2\253.jpg,2
.\input\preprocessed_image\m\m241.jpg,22
.\input\preprocessed_image\e\e338.jpg,14
.\input\preprocessed_image\8\8622.jpg,8
.\input\preprocessed_image\m\m203.jpg,22
.\input\preprocessed_image\t\t952.jpg,29
.\input\preprocessed_image\r\r482.jpg,27
.\input\preprocessed_image\6\6654.jpg,6
.\input\preprocessed_image\i\i312.jpg,18
.\input\preprocessed_image\y\y818.jpg,34
.\input\preprocessed_image\w\w851.jpg,32
.\input\preprocessed_image\r\r581.jpg,27
.\input\preprocessed_image\t\t825.jpg,29
.\input\preprocessed_image\j\j187.jpg,19
.\input\preprocessed_image\l\l216.jpg,21
.\input\preprocessed_image\d\d893.jpg,13
.\input\preprocessed_image\k\k166.jpg,20
.\input\preprocessed_image\x\x521.jpg,33
.\input\preprocessed_image\9\9714.jpg,9
.\input\preprocessed_image\z\z393.jpg,35
.\input\preprocessed_image\c\c150.jpg,12
.\input\preprocessed_image\o\o636.jpg,24
.\input\preprocessed_image\q\q768.jpg,26
.\input\preprocessed_image\7\7682.jpg,7
.\input\preprocessed_image\k\k241.jpg,20
.\input\preprocessed_image\d\d943.jpg,13
.\input\preprocessed_image\i\i592.jpg,18
.\input\preprocessed_image\j\j529.jpg,19
.\input\preprocessed_image\5\5445.jpg,5
.\input\preprocessed_image\n\n582.jpg,23
.\input\preprocessed_image\3\3938.jpg,3
.\input\preprocessed_image\2\2886.jpg,2
.\input\preprocessed_image\p\p903.jpg,25
.\input\preprocessed_image\g\g573.jpg,16
.\input\preprocessed_image\9\9371.jpg,9
.\input\preprocessed_image\j\j143.jpg,19
.\input\preprocessed_image\k\k954.jpg,20
.\input\preprocessed_image\x\x293.jpg,33
.\input\preprocessed_image\8\8143.jpg,8
.\input\preprocessed_image\j\j939.jpg,19
.\input\preprocessed_image\l\l74.jpg,21
.\input\preprocessed_image\l\l972.jpg,21
.\input\preprocessed_image\1\1703.jpg,1
.\input\preprocessed_image\n\n837.jpg,23
.\input\preprocessed_image\c\c640.jpg,12
.\input\preprocessed_image\4\4904.jpg,4
.\input\preprocessed_image\r\r736.jpg,27
.\input\preprocessed_image\v\v321.jpg,31
.\input\preprocessed_image\n\n713.jpg,23
.\input\preprocessed_image\t\t229.jpg,29
.\input\preprocessed_image\d\d107.jpg,13
.\input\preprocessed_image\4\4705.jpg,4
.\input\preprocessed_image\a\a893.jpg,10
.\input\preprocessed_image\3\3766.jpg,3
.\input\preprocessed_image\c\c73.jpg,12
.\input\preprocessed_image\7\7396.jpg,7
.\input\preprocessed_image\8\8239.jpg,8
.\input\preprocessed_image\k\k534.jpg,20
.\input\preprocessed_image\d\d310.jpg,13
.\input\preprocessed_image\a\a494.jpg,10
.\input\preprocessed_image\r\r80.jpg,27
.\input\preprocessed_image\e\e752.jpg,14
.\input\preprocessed_image\0\0554.jpg,0
.\input\preprocessed_image\s\s772.jpg,28
.\input\preprocessed_image\q\q881.jpg,26
.\input\preprocessed_image\1\1252.jpg,1
.\input\preprocessed_image\k\k336.jpg,20
.\input\preprocessed_image\k\k164.jpg,20
.\input\preprocessed_image\f\f772.jpg,15
.\input\preprocessed_image\o\o365.jpg,24
.\input\preprocessed_image\g\g669.jpg,16
.\input\preprocessed_image\n\n971.jpg,23
.\input\preprocessed_image\i\i579.jpg,18
.\input\preprocessed_image\5\5648.jpg,5
.\input\preprocessed_image\r\r694.jpg,27
.\input\preprocessed_image\t\t79.jpg,29
.\input\preprocessed_image\a\a630.jpg,10
.\input\preprocessed_image\l\l897.jpg,21
.\input\preprocessed_image\n\n88.jpg,23
.\input\preprocessed_image\b\b500.jpg,11
.\input\preprocessed_image\8\8633.jpg,8
.\input\preprocessed_image\w\w120.jpg,32
.\input\preprocessed_image\y\y65.jpg,34
.\input\preprocessed_image\9\9360.jpg,9
.\input\preprocessed_image\r\r498.jpg,27
.\input\preprocessed_image\v\v343.jpg,31
.\input\preprocessed_image\7\7179.jpg,7
.\input\preprocessed_image\f\f970.jpg,15
.\input\preprocessed_image\v\v471.jpg,31
.\input\preprocessed_image\a\a449.jpg,10
.\input\preprocessed_image\b\b486.jpg,11
.\input\preprocessed_image\1\1127.jpg,1
.\input\preprocessed_image\j\j438.jpg,19
.\input\preprocessed_image\q\q347.jpg,26
.\input\preprocessed_image\0\0104.jpg,0
.\input\preprocessed_image\1\15.jpg,1
.\input\preprocessed_image\5\5481.jpg,5
.\input\preprocessed_image\a\a393.jpg,10
.\input\preprocessed_image\q\q395.jpg,26
.\input\preprocessed_image\z\z756.jpg,35
.\input\preprocessed_image\8\8784.jpg,8
.\input\preprocessed_image\q\q858.jpg,26
.\input\preprocessed_image\9\9811.jpg,9
.\input\preprocessed_image\9\9929.jpg,9
.\input\preprocessed_image\r\r98.jpg,27
.\input\preprocessed_image\m\m235.jpg,22
.\input\preprocessed_image\w\w487.jpg,32
.\input\preprocessed_image\o\o965.jpg,24
.\input\preprocessed_image\s\s86.jpg,28
.\input\preprocessed_image\j\j502.jpg,19
.\input\preprocessed_image\a\a592.jpg,10
.\input\preprocessed_image\k\k968.jpg,20
.\input\preprocessed_image\u\u592.jpg,30
.\input\preprocessed_image\m\m805.jpg,22
.\input\preprocessed_image\h\h145.jpg,17
.\input\preprocessed_image\f\f500.jpg,15
.\input\preprocessed_image\0\0809.jpg,0
.\input\preprocessed_image\r\r795.jpg,27
.\input\preprocessed_image\3\3657.jpg,3
.\input\preprocessed_image\n\n588.jpg,23
.\input\preprocessed_image\j\j904.jpg,19
.\input\preprocessed_image\a\a357.jpg,10
.\input\preprocessed_image\b\b311.jpg,11
.\input\preprocessed_image\k\k613.jpg,20
.\input\preprocessed_image\4\4798.jpg,4
.\input\preprocessed_image\r\r88.jpg,27
.\input\preprocessed_image\9\9762.jpg,9
.\input\preprocessed_image\k\k914.jpg,20
.\input\preprocessed_image\k\k160.jpg,20
.\input\preprocessed_image\i\i576.jpg,18
.\input\preprocessed_image\b\b878.jpg,11
.\input\preprocessed_image\i\i319.jpg,18
.\input\preprocessed_image\q\q986.jpg,26
.\input\preprocessed_image\8\8457.jpg,8
.\input\preprocessed_image\d\d462.jpg,13
.\input\preprocessed_image\x\x398.jpg,33
.\input\preprocessed_image\l\l868.jpg,21
.\input\preprocessed_image\v\v751.jpg,31
.\input\preprocessed_image\3\3553.jpg,3
.\input\preprocessed_image\s\s167.jpg,28
.\input\preprocessed_image\3\379.jpg,3
.\input\preprocessed_image\f\f464.jpg,15
.\input\preprocessed_image\p\p471.jpg,25
.\input\preprocessed_image\p\p779.jpg,25
.\input\preprocessed_image\p\p808.jpg,25
.\input\preprocessed_image\6\6903.jpg,6
.\input\preprocessed_image\4\4262.jpg,4
.\input\preprocessed_image\w\w789.jpg,32
.\input\preprocessed_image\i\i770.jpg,18
.\input\preprocessed_image\f\f85.jpg,15
.\input\preprocessed_image\o\o482.jpg,24
.\input\preprocessed_image\w\w887.jpg,32
.\input\preprocessed_image\2\2311.jpg,2
.\input\preprocessed_image\t\t651.jpg,29
.\input\preprocessed_image\y\y61.jpg,34
.\input\preprocessed_image\9\955.jpg,9
.\input\preprocessed_image\z\z960.jpg,35
.\input\preprocessed_image\y\y431.jpg,34
.\input\preprocessed_image\j\j479.jpg,19
.\input\preprocessed_image\v\v274.jpg,31
.\input\preprocessed_image\c\c618.jpg,12
.\input\preprocessed_image\q\q459.jpg,26
.\input\preprocessed_image\u\u900.jpg,30
.\input\preprocessed_image\i\i211.jpg,18
.\input\preprocessed_image\y\y991.jpg,34
.\input\preprocessed_image\d\d569.jpg,13
.\input\preprocessed_image\d\d25.jpg,13
.\input\preprocessed_image\1\1508.jpg,1
.\input\preprocessed_image\f\f276.jpg,15
.\input\preprocessed_image\z\z812.jpg,35
.\input\preprocessed_image\n\n74.jpg,23
.\input\preprocessed_image\u\u629.jpg,30
.\input\preprocessed_image\f\f411.jpg,15
.\input\preprocessed_image\5\5315.jpg,5
.\input\preprocessed_image\z\z929.jpg,35
.\input\preprocessed_image\s\s720.jpg,28
.\input\preprocessed_image\9\9892.jpg,9
.\input\preprocessed_image\0\0661.jpg,0
.\input\preprocessed_image\h\h47.jpg,17
.\input\preprocessed_image\1\1954.jpg,1
.\input\preprocessed_image\c\c740.jpg,12
.\input\preprocessed_image\z\z636.jpg,35
.\input\preprocessed_image\g\g904.jpg,16
.\input\preprocessed_image\z\z710.jpg,35
.\input\preprocessed_image\3\3490.jpg,3
.\input\preprocessed_image\k\k866.jpg,20
.\input\preprocessed_image\g\g911.jpg,16
.\input\preprocessed_image\m\m288.jpg,22
.\input\preprocessed_image\6\6422.jpg,6
.\input\preprocessed_image\o\o346.jpg,24
.\input\preprocessed_image\4\4441.jpg,4
.\input\preprocessed_image\m\m557.jpg,22
.\input\preprocessed_image\5\553.jpg,5
.\input\preprocessed_image\x\x569.jpg,33
.\input\preprocessed_image\8\818.jpg,8
.\input\preprocessed_image\0\0197.jpg,0
.\input\preprocessed_image\z\z864.jpg,35
.\input\preprocessed_image\0\0855.jpg,0
.\input\preprocessed_image\b\b882.jpg,11
.\input\preprocessed_image\0\0854.jpg,0
.\input\preprocessed_image\3\3196.jpg,3
.\input\preprocessed_image\n\n213.jpg,23
.\input\preprocessed_image\i\i714.jpg,18
.\input\preprocessed_image\6\6266.jpg,6
.\input\preprocessed_image\i\i841.jpg,18
.\input\preprocessed_image\t\t194.jpg,29
.\input\preprocessed_image\0\0160.jpg,0
.\input\preprocessed_image\3\3538.jpg,3
.\input\preprocessed_image\4\4237.jpg,4
.\input\preprocessed_image\o\o363.jpg,24
.\input\preprocessed_image\c\c279.jpg,12
.\input\preprocessed_image\s\s16.jpg,28
.\input\preprocessed_image\s\s810.jpg,28
.\input\preprocessed_image\0\0849.jpg,0
.\input\preprocessed_image\s\s832.jpg,28
.\input\preprocessed_image\q\q73.jpg,26
.\input\preprocessed_image\h\h749.jpg,17
.\input\preprocessed_image\v\v803.jpg,31
.\input\preprocessed_image\3\3861.jpg,3
.\input\preprocessed_image\b\b867.jpg,11
.\input\preprocessed_image\8\8148.jpg,8
.\input\preprocessed_image\m\m817.jpg,22
.\input\preprocessed_image\4\4610.jpg,4
.\input\preprocessed_image\4\481.jpg,4
.\input\preprocessed_image\p\p465.jpg,25
.\input\preprocessed_image\c\c942.jpg,12
.\input\preprocessed_image\w\w38.jpg,32
.\input\preprocessed_image\w\w971.jpg,32
.\input\preprocessed_image\9\9975.jpg,9
.\input\preprocessed_image\j\j882.jpg,19
.\input\preprocessed_image\6\6815.jpg,6
.\input\preprocessed_image\e\e124.jpg,14
.\input\preprocessed_image\l\l617.jpg,21
.\input\preprocessed_image\6\6733.jpg,6
.\input\preprocessed_image\b\b158.jpg,11
.\input\preprocessed_image\l\l14.jpg,21
.\input\preprocessed_image\9\9626.jpg,9
.\input\preprocessed_image\n\n551.jpg,23
.\input\preprocessed_image\l\l293.jpg,21
.\input\preprocessed_image\r\r947.jpg,27
.\input\preprocessed_image\2\2303.jpg,2
.\input\preprocessed_image\1\145.jpg,1
.\input\preprocessed_image\a\a159.jpg,10
.\input\preprocessed_image\2\2710.jpg,2
.\input\preprocessed_image\p\p990.jpg,25
.\input\preprocessed_image\3\3522.jpg,3
.\input\preprocessed_image\v\v244.jpg,31
.\input\preprocessed_image\b\b551.jpg,11
.\input\preprocessed_image\9\9299.jpg,9
.\input\preprocessed_image\j\j454.jpg,19
.\input\preprocessed_image\z\z170.jpg,35
.\input\preprocessed_image\7\7514.jpg,7
.\input\preprocessed_image\g\g210.jpg,16
.\input\preprocessed_image\t\t999.jpg,29
.\input\preprocessed_image\k\k556.jpg,20
.\input\preprocessed_image\b\b27.jpg,11
.\input\preprocessed_image\g\g896.jpg,16
.\input\preprocessed_image\f\f830.jpg,15
.\input\preprocessed_image\e\e882.jpg,14
.\input\preprocessed_image\n\n284.jpg,23
.\input\preprocessed_image\h\h589.jpg,17
.\input\preprocessed_image\z\z343.jpg,35
.\input\preprocessed_image\o\o827.jpg,24
.\input\preprocessed_image\6\6460.jpg,6
.\input\preprocessed_image\y\y190.jpg,34
.\input\preprocessed_image\5\5718.jpg,5
.\input\preprocessed_image\a\a847.jpg,10
.\input\preprocessed_image\8\8416.jpg,8
.\input\preprocessed_image\r\r745.jpg,27
.\input\preprocessed_image\c\c877.jpg,12
.\input\preprocessed_image\e\e264.jpg,14
.\input\preprocessed_image\j\j8.jpg,19
.\input\preprocessed_image\6\663.jpg,6
.\input\preprocessed_image\i\i806.jpg,18
.\input\preprocessed_image\o\o443.jpg,24
.\input\preprocessed_image\3\3575.jpg,3
.\input\preprocessed_image\g\g631.jpg,16
.\input\preprocessed_image\o\o168.jpg,24
.\input\preprocessed_image\m\m798.jpg,22
.\input\preprocessed_image\y\y149.jpg,34
.\input\preprocessed_image\5\5277.jpg,5
.\input\preprocessed_image\2\2598.jpg,2
.\input\preprocessed_image\9\9545.jpg,9
.\input\preprocessed_image\c\c504.jpg,12
.\input\preprocessed_image\d\d270.jpg,13
.\input\preprocessed_image\m\m869.jpg,22
.\input\preprocessed_image\s\s425.jpg,28
.\input\preprocessed_image\9\977.jpg,9
.\input\preprocessed_image\a\a910.jpg,10
.\input\preprocessed_image\x\x628.jpg,33
.\input\preprocessed_image\j\j955.jpg,19
.\input\preprocessed_image\o\o364.jpg,24
.\input\preprocessed_image\p\p15.jpg,25
.\input\preprocessed_image\t\t514.jpg,29
.\input\preprocessed_image\9\9880.jpg,9
.\input\preprocessed_image\a\a24.jpg,10
.\input\preprocessed_image\n\n450.jpg,23
.\input\preprocessed_image\y\y231.jpg,34
.\input\preprocessed_image\x\x922.jpg,33
.\input\preprocessed_image\r\r629.jpg,27
.\input\preprocessed_image\o\o81.jpg,24
.\input\preprocessed_image\j\j562.jpg,19
.\input\preprocessed_image\n\n910.jpg,23
.\input\preprocessed_image\f\f896.jpg,15
.\input\preprocessed_image\4\4828.jpg,4
.\input\preprocessed_image\k\k979.jpg,20
.\input\preprocessed_image\u\u119.jpg,30
.\input\preprocessed_image\n\n587.jpg,23
.\input\preprocessed_image\l\l349.jpg,21
.\input\preprocessed_image\c\c807.jpg,12
.\input\preprocessed_image\9\9229.jpg,9
.\input\preprocessed_image\f\f327.jpg,15
.\input\preprocessed_image\9\9802.jpg,9
.\input\preprocessed_image\g\g504.jpg,16
.\input\preprocessed_image\o\o511.jpg,24
.\input\preprocessed_image\k\k223.jpg,20
.\input\preprocessed_image\c\c457.jpg,12
.\input\preprocessed_image\o\o718.jpg,24
.\input\preprocessed_image\8\8737.jpg,8
.\input\preprocessed_image\7\7648.jpg,7
.\input\preprocessed_image\o\o320.jpg,24
.\input\preprocessed_image\e\e964.jpg,14
.\input\preprocessed_image\r\r571.jpg,27
.\input\preprocessed_image\w\w207.jpg,32
.\input\preprocessed_image\a\a439.jpg,10
.\input\preprocessed_image\m\m966.jpg,22
.\input\preprocessed_image\o\o112.jpg,24
.\input\preprocessed_image\3\329.jpg,3
.\input\preprocessed_image\f\f136.jpg,15
.\input\preprocessed_image\0\0358.jpg,0
.\input\preprocessed_image\a\a623.jpg,10
.\input\preprocessed_image\u\u33.jpg,30
.\input\preprocessed_image\l\l190.jpg,21
.\input\preprocessed_image\w\w736.jpg,32
.\input\preprocessed_image\r\r913.jpg,27
.\input\preprocessed_image\s\s552.jpg,28
.\input\preprocessed_image\t\t315.jpg,29
.\input\preprocessed_image\2\220.jpg,2
.\input\preprocessed_image\a\a94.jpg,10
.\input\preprocessed_image\1\1381.jpg,1
.\input\preprocessed_image\f\f646.jpg,15
.\input\preprocessed_image\o\o628.jpg,24
.\input\preprocessed_image\r\r170.jpg,27
.\input\preprocessed_image\k\k842.jpg,20
.\input\preprocessed_image\4\4156.jpg,4
.\input\preprocessed_image\0\0133.jpg,0
.\input\preprocessed_image\7\746.jpg,7
.\input\preprocessed_image\i\i557.jpg,18
.\input\preprocessed_image\c\c385.jpg,12
.\input\preprocessed_image\o\o191.jpg,24
.\input\preprocessed_image\0\0888.jpg,0
